날짜,시:분,온도 (℃),습도 (%),CO2 (ppm),토양온도 (℃),토양 EC (dS/m),토양수분 (%),일사 (w/㎡),EC (dS/m),pH (pH)
2022-10-10,14:00,22.4,73.06,165.17,21.41,0.95,28.94,151.53,5.3,5.95
2022-10-10,13:00,23.71,71.22,169.25,20.97,0.96,28.98,182.91,5.33,6
2022-10-10,12:00,22.33,61.52,173.67,20.88,0.95,28.96,231.5,5.23,6.06
2022-10-10,11:00,23.71,56.07,174,20.25,0.96,29.08,369.88,5.25,6.13
2022-10-10,10:00,22.91,79.93,153.08,18.79,0.97,29.18,439.76,5.02,6.31
2022-10-10,9:00,20.74,97.61,141.36,16.96,0.95,28.32,319.64,5.16,6.42
2022-10-10,8:00,16.76,98.92,186.75,15.14,0.97,27.9,119.13,5.59,6.46
2022-10-10,7:00,14.13,99.33,239.5,14.26,1,27.9,52.67,5.78,6.49
2022-10-10,6:00,13.4,98.97,255.83,14.24,0.98,27.9,2.28,5.68,6.49
2022-10-10,5:00,13.58,98.98,275.33,14.56,1,27.92,0,5.78,6.47
2022-10-10,4:00,13.97,99.54,289.67,14.83,0.99,27.98,0,5.67,6.45
2022-10-10,3:00,14.06,99.47,292.42,15.07,1,28,0,5.75,6.45
2022-10-10,2:00,14.08,98.97,289.17,15.37,1,28.01,0,5.74,6.44
2022-10-10,1:00,14.56,99.28,282.5,15.78,1,28.06,0,5.73,6.42
2022-10-10,0:00,14.78,99.07,275.33,16.14,1,28.1,0,5.72,6.41
2022-10-11,23:00,12.41,92.51,266,15.43,0.94,27.1,0,5.67,6.19
2022-10-11,22:00,13.1,91.37,255.58,16.42,0.95,27.14,0,5.78,6.12
2022-10-11,21:00,14.03,90.27,247.92,17.65,0.96,27.27,0,5.78,6.02
2022-10-11,20:00,15.33,89.18,242,19.06,0.97,27.38,0,5.8,5.86
2022-10-11,19:00,16.87,86.87,228.73,20.71,0.96,27.52,0,5.72,5.64
2022-10-11,18:00,19.82,85.01,212.25,22.33,0.96,27.72,0,5.67,5.38
2022-10-11,17:00,22.37,81.39,181.67,23.51,0.95,27.94,34.15,5.5,5.26
2022-10-11,16:00,24.37,75.3,167.42,23.97,0.93,28.21,143.96,5.32,5.39
2022-10-11,15:00,25.14,61.51,172.33,23.95,0.92,28.5,247.54,5.18,5.59
2022-10-11,14:00,26.85,51.27,180.58,23.66,0.91,28.88,271.84,5.02,5.75
2022-10-11,13:00,27.29,48.53,179.75,23.2,0.93,28.93,218.11,4.65,5.98
2022-10-11,12:00,26.35,49.53,174.92,22.5,0.9,28.76,524.1,5.04,6.11
2022-10-11,11:00,25.73,55.33,179.67,21.41,0.91,28.82,446.93,5.02,6.14
2022-10-11,10:00,24.28,70.06,173.92,19.38,0.92,29.04,436.79,4.99,6.21
2022-10-11,9:00,22.25,95.88,168.5,17.27,0.91,28.33,420.76,5.06,6.24
2022-10-11,8:00,17.42,99.44,207.92,14.83,0.9,27.3,147.54,5.39,6.3
2022-10-11,7:00,13.31,98.42,268.58,13.49,0.93,27.3,50.8,5.54,6.33
2022-10-11,6:00,12.92,98.45,280.5,13.57,0.93,27.35,3.54,5.56,6.32
2022-10-11,5:00,12.63,97.81,275.58,13.68,0.94,27.4,0,5.57,6.31
2022-10-11,4:00,13.2,98.25,275.33,14.09,0.94,27.4,0,5.61,6.29
2022-10-11,3:00,13.52,98.35,271.67,14.35,0.94,27.43,0,5.57,6.28
2022-10-11,2:00,13.58,98.03,266.17,14.55,0.94,27.5,0,5.58,6.26
2022-10-11,1:00,13.57,97.6,257.83,14.75,0.95,27.5,0,5.6,6.25
2022-10-11,0:00,13.6,96.91,255.25,15.03,0.94,27.5,0,5.56,6.23
2022-10-12,23:00,13.21,93.23,283.08,15.92,0.95,27.11,0,5.73,6.21
2022-10-12,22:00,13.75,92.19,275.17,16.76,0.97,27.2,0,5.86,6.06
2022-10-12,21:00,14.45,90.73,266.17,17.85,0.96,27.29,0,5.76,5.88
2022-10-12,20:00,15.49,88.98,250.25,19.18,0.96,27.38,0,5.72,5.67
2022-10-12,19:00,17.25,86.41,240.67,20.93,0.95,27.59,0,5.63,5.4
2022-10-12,18:00,20.25,83.99,219.36,22.55,0.94,27.78,0,5.48,5.17
2022-10-12,17:00,22.7,81.04,196.33,23.51,0.93,27.99,33.82,5.35,5.09
2022-10-12,16:00,24.75,67.03,167.42,23.95,0.91,28.26,128.17,5.22,5.07
2022-10-12,15:00,25.9,50.24,168.67,24.04,0.91,28.57,317.01,5.12,5.28
2022-10-12,14:00,27.82,41.82,176.92,23.83,0.91,28.94,277.41,4.95,5.37
2022-10-12,13:00,28.8,41.2,179.08,23.1,0.9,28.96,232.97,4.48,5.47
2022-10-12,12:00,26.53,43.59,183.17,21.97,0.89,28.74,517.26,5,5.6
2022-10-12,11:00,25.55,51.58,184.83,20.49,0.9,28.8,482.01,5.03,5.71
2022-10-12,10:00,24.33,67.27,184.83,18.3,0.92,29.04,441.11,5.07,6.23
2022-10-12,9:00,21.55,97.28,178.83,15.81,0.88,28.15,423.32,4.95,6.34
2022-10-12,8:00,14.99,97.74,238.17,12.41,0.87,26.8,148.72,5.35,6.4
2022-10-12,7:00,10.67,95.85,289.67,11.01,0.9,26.8,56.05,5.57,6.42
2022-10-12,6:00,9.95,95.46,303.17,11.09,0.92,26.82,3.66,5.65,6.41
2022-10-12,5:00,9.92,94.98,298.75,11.36,0.92,26.88,0,5.68,6.4
2022-10-12,4:00,9.93,94.33,296.17,11.82,0.93,26.9,0,5.69,6.38
2022-10-12,3:00,10.38,94.38,289.83,12.4,0.94,26.9,0,5.78,6.35
2022-10-12,2:00,10.76,94.08,281.33,13.08,0.95,26.91,0,5.81,6.32
2022-10-12,1:00,11.33,93.6,273.42,13.76,0.94,26.99,0,5.72,6.28
2022-10-12,0:00,11.86,93.1,274.67,14.53,0.94,27.02,0,5.73,6.24
2022-10-13,23:00,14.3,95.02,284.92,16.88,0.94,27.32,0,5.62,5.73
2022-10-13,22:00,14.89,94.34,276,17.74,0.95,27.4,0,5.68,5.66
2022-10-13,21:00,15.71,93.52,265,18.77,0.97,27.52,0,5.75,5.56
2022-10-13,20:00,16.58,92.44,252.33,19.9,0.97,27.63,0,5.74,5.44
2022-10-13,19:00,18.14,89.93,237.67,21.45,0.96,27.81,0,5.63,5.28
2022-10-13,18:00,21,88.17,217.67,22.93,0.96,28.03,0,5.53,5.15
2022-10-13,17:00,23.21,83.69,190.18,23.72,0.93,28.2,32.01,5.34,5.16
2022-10-13,16:00,24.42,66.43,182.25,23.84,0.93,28.42,105.7,5.25,5.28
2022-10-13,15:00,23.43,70.99,172.67,23.55,0.93,28.73,319.29,5.17,5.39
2022-10-13,14:00,25.01,87.75,167.75,23.96,0.93,29.26,262.11,5.05,5.43
2022-10-13,13:00,29.35,48.6,178.08,23.93,0.92,29.21,224.3,4.54,5.55
2022-10-13,12:00,27.26,50.05,179.08,22.73,0.91,28.93,513.19,5.06,5.72
2022-10-13,11:00,26.02,51.08,186.08,21.22,0.93,28.93,447.66,5.15,6.13
2022-10-13,10:00,24.56,64.33,188.42,19.11,0.94,29.08,475.74,5.06,6.4
2022-10-13,9:00,22.65,94.04,201,17.25,0.89,28.08,421.82,4.99,6.51
2022-10-13,8:00,17.23,99.1,251.67,14.12,0.87,26.78,156.29,5.37,6.57
2022-10-13,7:00,12.49,97.23,310.83,12.34,0.9,26.8,61.25,5.52,6.6
2022-10-13,6:00,11.24,96.41,321.33,12.22,0.92,26.8,6.11,5.67,6.59
2022-10-13,5:00,11.24,95.98,320.08,12.45,0.92,26.8,0,5.66,6.56
2022-10-13,4:00,11.25,95.44,313.75,12.78,0.91,26.88,0,5.61,6.53
2022-10-13,3:00,11.45,94.93,307.83,13.21,0.92,26.9,0,5.66,6.49
2022-10-13,2:00,11.73,94.52,305.5,13.8,0.93,26.91,0,5.7,6.44
2022-10-13,1:00,12.27,94.41,298.25,14.43,0.93,27,0,5.66,6.4
2022-10-13,0:00,12.68,93.83,291.5,15.1,0.94,27.06,0,5.75,6.32
2022-10-14,23:00,16.11,96.28,301.67,18.47,0.94,27.5,0,5.55,5.68
2022-10-14,22:00,16.62,95.5,289.92,19.3,0.93,27.57,0,5.52,5.61
2022-10-14,21:00,17.38,95.03,274.33,20.23,0.94,27.68,0,5.55,5.51
2022-10-14,20:00,18.38,94.41,261.08,21.3,0.94,27.79,0,5.49,5.37
2022-10-14,19:00,19.53,91.78,240.5,22.5,0.96,27.95,0,5.53,5.24
2022-10-14,18:00,21.48,88.41,215.67,23.75,0.95,28.15,0,5.48,5.14
2022-10-14,17:00,23.86,84.27,188.92,24.79,0.92,28.36,34.19,5.23,5.18
2022-10-14,16:00,25.64,71.89,176,25.09,0.93,28.54,103.45,5.22,5.36
2022-10-14,15:00,26.84,54.75,177.42,25.27,0.92,28.84,290.8,5.1,5.44
2022-10-14,14:00,29,48.98,170.75,25.23,0.93,29.34,268.58,4.85,5.46
2022-10-14,13:00,30.43,50,171.58,24.51,0.92,29.09,218.72,5.04,5.52
2022-10-14,12:00,28.49,51.61,175.5,23.33,0.92,29.35,546.07,5.06,5.68
2022-10-14,11:00,26.4,58.12,182.75,21.25,0.93,28.96,408.43,5.14,5.84
2022-10-14,10:00,24.41,75.68,193.58,18.88,0.93,28.89,492.63,5.11,5.89
2022-10-14,9:00,19.93,99.06,239.25,16.16,0.9,27.48,330.53,4.95,5.95
2022-10-14,8:00,15.77,98.8,294.17,14.36,0.89,26.93,107.45,5.46,5.98
2022-10-14,7:00,13.27,98.13,323.58,13.58,0.91,26.97,41.51,5.55,5.99
2022-10-14,6:00,12.66,97.72,326.08,13.63,0.91,26.99,0,5.6,5.97
2022-10-14,5:00,12.78,97.51,323.33,13.89,0.92,27.01,0,5.58,5.94
2022-10-14,4:00,12.97,97.23,319.33,14.22,0.93,27.08,0,5.66,5.92
2022-10-14,3:00,13.15,97.09,310.5,14.56,0.93,27.1,0,5.62,5.89
2022-10-14,2:00,13.24,96.52,305.92,14.94,0.94,27.16,0,5.68,5.86
2022-10-14,1:00,13.38,95.91,302.67,15.48,0.94,27.2,0,5.64,5.83
2022-10-14,0:00,13.78,95.48,291.75,16.14,0.95,27.25,0,5.74,5.78
2022-10-15,23:00,17.32,97.72,308.17,19.15,0.91,27.46,0,5.44,5.67
2022-10-15,22:00,17.31,96.35,292.5,19.59,0.92,27.51,0,5.44,5.61
2022-10-15,21:00,17.67,95.26,284.33,20.33,0.92,27.59,0,5.44,5.53
2022-10-15,20:00,17.96,92.88,270.83,21.25,0.92,27.7,0,5.44,5.37
2022-10-15,19:00,19.32,90.56,251.25,22.68,0.94,27.87,0,5.46,5.21
2022-10-15,18:00,21.83,88.44,231,24.13,0.93,28.05,0,5.36,5.11
2022-10-15,17:00,23.95,83.2,196.67,25.04,0.92,28.22,31.18,5.26,5.12
2022-10-15,16:00,25.52,66.2,190.75,25.47,0.91,28.44,114.86,5.14,5.25
2022-10-15,15:00,27.42,56.94,186.67,25.75,0.89,28.74,311.56,4.95,5.4
2022-10-15,14:00,29.76,46.75,172.82,25.8,0.91,29.19,255.74,4.48,5.56
2022-10-15,13:00,30.6,49.57,178.92,25.28,0.89,28.93,219.9,4.92,5.66
2022-10-15,12:00,29.63,51.43,181.75,24.53,0.87,28.88,546.68,4.78,5.74
2022-10-15,11:00,27.58,60.03,189.17,22.43,0.9,29.05,439.44,4.89,5.9
2022-10-15,10:00,25.38,82.93,202.33,20.55,0.9,28.88,372.65,5,5.93
2022-10-15,9:00,22.01,99.33,262.25,17.98,0.87,27.72,230.16,4.82,5.98
2022-10-15,8:00,16.96,99.38,333.42,15.9,0.89,27.2,100.12,5.33,6.02
2022-10-15,7:00,14.99,99.08,360.92,15.2,0.9,27.2,49.21,5.4,6.02
2022-10-15,6:00,13.81,97.86,365.08,15.11,0.91,27.2,4.27,5.47,6
2022-10-15,5:00,14.09,97.75,356.25,15.61,0.92,27.23,0,5.53,5.97
2022-10-15,4:00,14.71,98.03,349.92,16.18,0.92,27.3,0,5.5,5.93
2022-10-15,3:00,15.35,98.44,344.75,16.63,0.9,27.32,0,5.41,5.89
2022-10-15,2:00,15.52,98.15,335.25,16.97,0.92,27.4,0,5.47,5.85
2022-10-15,1:00,15.68,97.65,321.08,17.38,0.93,27.4,0,5.53,5.8
2022-10-15,0:00,15.82,96.94,314.5,17.87,0.93,27.45,0,5.53,5.74
2022-10-16,23:00,17.24,97.83,283,19.2,0.9,27.5,0,5.35,5.6
2022-10-16,22:00,17.77,97.47,275.75,19.75,0.9,27.59,0,5.31,5.54
2022-10-16,21:00,18.11,96.74,266.42,20.38,0.91,27.63,0,5.35,5.47
2022-10-16,20:00,18.66,95.85,258.83,21.16,0.91,27.73,0,5.32,5.39
2022-10-16,19:00,19.77,94.4,243.08,22.15,0.91,27.83,0,5.32,5.3
2022-10-16,18:00,21.25,92.68,222.25,23.13,0.91,27.94,0,5.25,5.22
2022-10-16,17:00,22.62,87.06,195.75,23.89,0.9,28.05,20.15,5.18,5.18
2022-10-16,16:00,24.4,74.44,176.42,24.41,0.9,28.16,86.24,5.14,5.23
2022-10-16,15:00,25.29,72.34,164.17,24.58,0.89,28.31,141.03,5.06,5.36
2022-10-16,14:00,25.82,61.1,185.67,24.63,0.9,28.72,184.09,5.04,5.46
2022-10-16,13:00,27.83,55.68,201.73,24.76,0.88,28.75,259.87,4.93,5.59
2022-10-16,12:00,27.66,59.16,200.83,24.11,0.88,28.76,475.46,4.9,5.73
2022-10-16,11:00,26.4,62.63,209.17,22.83,0.9,28.99,377.33,4.95,5.81
2022-10-16,10:00,25.02,73.65,204.33,21.22,0.91,28.88,334.39,5.04,5.85
2022-10-16,9:00,23.99,92.68,221.17,20.18,0.86,27.65,228.12,4.73,5.91
2022-10-16,8:00,21.15,99.33,308.17,18.09,0.86,27.2,174.89,5.16,5.97
2022-10-16,7:00,16.47,99.53,368.83,16.43,0.88,27.2,78.02,5.3,5.99
2022-10-16,6:00,15.61,99.58,379.08,16.37,0.88,27.2,1.75,5.29,5.97
2022-10-16,5:00,15.35,99.04,371.25,16.45,0.89,27.21,0,5.36,5.94
2022-10-16,4:00,15.32,98.44,360.58,16.81,0.9,27.3,0,5.37,5.91
2022-10-16,3:00,15.98,98.83,353,17.28,0.9,27.3,0,5.37,5.87
2022-10-16,2:00,16.11,98.32,341,17.66,0.91,27.34,0,5.42,5.82
2022-10-16,1:00,16.43,98.06,330.67,18.17,0.9,27.39,0,5.38,5.78
2022-10-16,0:00,17.11,98.33,319.08,18.73,0.91,27.4,0,5.44,5.73
2022-10-17,23:00,11.14,91.31,239.92,14.03,0.9,27.32,0,5.38,6.36
2022-10-17,22:00,11.78,90.34,234.58,15.03,0.91,27.34,0,5.42,6.28
2022-10-17,21:00,12.63,89.41,229.33,16.15,0.91,27.4,0,5.44,6.16
2022-10-17,20:00,13.52,87.39,221.17,17.43,0.92,27.4,0,5.5,5.98
2022-10-17,19:00,15.25,83.68,211.5,19.18,0.91,27.48,0,5.43,5.72
2022-10-17,18:00,18.25,81.42,198.67,20.94,0.92,27.62,0,5.39,5.4
2022-10-17,17:00,20.38,72.53,177.75,22.24,0.88,27.75,21.82,5.16,5.22
2022-10-17,16:00,23.18,62.75,169.08,23.02,0.87,27.97,101.87,5.04,5.29
2022-10-17,15:00,23.98,58,157.17,23.03,0.86,28.21,342.7,4.92,5.48
2022-10-17,14:00,25.88,48.39,157,22.78,0.88,28.71,249.04,4.9,5.58
2022-10-17,13:00,26.16,38.48,171.17,22.39,0.88,28.48,256.45,4.98,5.63
2022-10-17,12:00,25.03,39.53,170.5,22.23,0.87,28.55,554.42,4.95,5.7
2022-10-17,11:00,25.02,46.08,169.27,21.76,0.87,28.64,425.08,4.86,5.74
2022-10-17,10:00,24.25,61.25,165.08,20.52,0.88,28.77,432.64,4.48,5.74
2022-10-17,9:00,22.57,93.52,182.75,18.83,0.86,27.74,395.4,4.81,5.79
2022-10-17,8:00,17.67,98.23,253.83,16.88,0.87,27.3,125.32,5.23,5.85
2022-10-17,7:00,15.63,99.03,307.42,16.38,0.89,27.31,48.52,5.3,5.86
2022-10-17,6:00,15.34,99.13,327.42,16.7,0.88,27.36,1.75,5.28,5.84
2022-10-17,5:00,16.09,99.53,332.92,17.19,0.89,27.38,0,5.29,5.81
2022-10-17,4:00,16.73,99.5,333.33,17.57,0.88,27.4,0,5.26,5.79
2022-10-17,3:00,16.86,99.52,324.25,17.7,0.88,27.4,0,5.22,5.76
2022-10-17,2:00,16.66,99.34,314,17.86,0.89,27.4,0,5.3,5.74
2022-10-17,1:00,16.62,98.67,302.5,18.13,0.89,27.46,0,5.29,5.7
2022-10-17,0:00,16.71,97.98,293.58,18.6,0.91,27.5,0,5.39,5.66
2022-10-18,23:00,9.34,90.17,253.92,12.68,0.91,27.5,0,5.38,5.99
2022-10-18,22:00,10.19,89.42,245.5,13.83,0.88,27.5,0,5.23,5.91
2022-10-18,21:00,11.12,87.67,234.5,15.11,0.9,27.5,0,5.35,5.82
2022-10-18,20:00,12.37,86.3,225.08,16.64,0.89,27.54,0,5.24,5.69
2022-10-18,19:00,14.27,82.52,215.83,18.57,0.89,27.65,0,5.21,5.54
2022-10-18,18:00,17.85,81.3,195.67,20.61,0.87,27.79,0,5.09,5.36
2022-10-18,17:00,20.65,78.64,172.08,22.08,0.85,27.94,27.8,4.9,5.29
2022-10-18,16:00,23.25,74.08,159.5,22.64,0.83,28.13,96.62,4.8,5.34
2022-10-18,15:00,24.01,59.3,157.25,22.41,0.83,28.33,306.19,4.73,5.4
2022-10-18,14:00,26.16,45.56,160.33,22.04,0.83,28.77,250.06,4.57,5.44
2022-10-18,13:00,26.4,38.31,172.92,21.29,0.83,28.61,259.75,4.59,5.54
2022-10-18,12:00,24.89,43.69,167.5,20.54,0.82,28.55,541.35,4.65,5.8
2022-10-18,11:00,24.26,50.62,169.67,19.08,0.83,28.8,453.4,4.61,6.09
2022-10-18,10:00,23.36,68.97,164.64,16.82,0.84,28.73,408.84,4.73,6.52
2022-10-18,9:00,20.38,99.3,168.83,13.98,0.81,27.9,414.41,4.5,6.58
2022-10-18,8:00,13.35,96.95,221.92,10.49,0.83,27.49,139.44,4.93,6.65
2022-10-18,7:00,8.35,94.43,267.42,8.8,0.89,27.47,46.89,5.27,6.68
2022-10-18,6:00,7.44,93.58,274.92,8.93,0.89,27.41,1.67,5.3,6.67
2022-10-18,5:00,7.72,93.12,274.42,9.46,0.9,27.4,0,5.33,6.65
2022-10-18,4:00,8.23,93.05,263.67,10.05,0.9,27.4,0,5.33,6.63
2022-10-18,3:00,8.55,92.49,257.25,10.68,0.91,27.38,0,5.43,6.6
2022-10-18,2:00,9.08,92.07,253.33,11.4,0.9,27.35,0,5.4,6.55
2022-10-18,1:00,9.7,91.7,249.5,12.28,0.9,27.3,0,5.41,6.49
2022-10-18,0:00,10.53,91.93,243.67,13.18,0.89,27.3,0,5.35,6.43
2022-10-19,23:00,9.87,90.23,270.5,13.18,0.86,27.6,0,5.08,6.34
2022-10-19,22:00,10.75,89.7,265.33,14.27,0.86,27.59,0,5.08,6.2
2022-10-19,21:00,11.76,88.82,254.25,15.55,0.88,27.6,0,5.18,6.03
2022-10-19,20:00,12.82,87.65,244.92,16.95,0.88,27.6,0,5.17,5.83
2022-10-19,19:00,14.91,84.76,227.58,18.92,0.88,27.68,0,5.15,5.58
2022-10-19,18:00,18.34,84.05,209.75,20.88,0.86,27.82,0,4.98,5.36
2022-10-19,17:00,21.07,83.35,182.83,22.17,0.86,27.95,24.54,4.97,5.35
2022-10-19,16:00,23.51,77.78,166.75,22.66,0.82,28.12,93.53,4.69,5.61
2022-10-19,15:00,24.36,60.38,166.33,22.49,0.82,28.36,268.95,4.67,5.89
2022-10-19,14:00,26.21,46.36,175.92,22.17,0.82,28.83,243.23,4.58,5.91
2022-10-19,13:00,27.18,42.11,175.5,21.42,0.81,28.65,270.04,4.55,5.99
2022-10-19,12:00,25.2,45.06,177.75,20.22,0.81,28.69,496.74,4.54,6.05
2022-10-19,11:00,24.29,47.03,183.58,18.34,0.82,28.98,455.96,4.52,6.1
2022-10-19,10:00,22.85,73.84,183.17,16.1,0.82,28.86,399.31,4.52,6.19
2022-10-19,9:00,18.65,98.82,175.83,12.83,0.79,28.03,371.79,4.3,6.25
2022-10-19,8:00,12.08,96.2,231.09,9.44,0.82,27.69,134,4.8,6.3
2022-10-19,7:00,7.62,94.31,270.58,7.95,0.86,27.67,46.85,5.01,6.32
2022-10-19,6:00,6.52,93.28,280,8.03,0.87,27.64,0,5.11,6.3
2022-10-19,5:00,6.83,93.23,275.58,8.48,0.87,27.61,0,5.1,6.28
2022-10-19,4:00,7.2,92.82,272.08,9,0.88,27.6,0,5.15,6.25
2022-10-19,3:00,7.6,92.72,272.83,9.6,0.87,27.6,0,5.1,6.21
2022-10-19,2:00,7.92,92.39,267.08,10.2,0.87,27.58,0,5.1,6.17
2022-10-19,1:00,8.24,91.78,264.33,10.86,0.88,27.52,0,5.18,6.12
2022-10-19,0:00,8.61,90.89,257.67,11.68,0.88,27.5,0,5.21,6.06
2022-10-20,23:00,12.62,93.52,283.08,15.24,0.87,27.5,0,5.17,6.15
2022-10-20,22:00,13,92.25,278.33,16.08,0.87,27.55,0,5.17,6
2022-10-20,21:00,13.88,91.38,271.17,17.15,0.87,27.59,0,5.11,5.81
2022-10-20,20:00,14.8,90.47,257.75,18.25,0.88,27.63,0,5.16,5.59
2022-10-20,19:00,15.9,86.7,245.58,19.79,0.88,27.74,0,5.16,5.33
2022-10-20,18:00,19.05,84.95,226.67,21.65,0.88,27.88,0,5.09,5.1
2022-10-20,17:00,21.87,82.44,198.33,22.92,0.87,28.04,23.53,4.99,5.04
2022-10-20,16:00,24.26,72.21,179.5,23.4,0.84,28.18,79.93,4.81,5.09
2022-10-20,15:00,25.24,48.58,178.75,23.29,0.83,28.37,237.65,4.7,5.29
2022-10-20,14:00,26.29,45.38,180.75,22.94,0.83,28.78,206.47,4.63,5.49
2022-10-20,13:00,28.5,36.73,180,22.16,0.83,29.03,254.54,4.61,5.61
2022-10-20,12:00,25.85,38.94,179.92,20.73,0.81,28.72,506.92,4.56,5.9
2022-10-20,11:00,24.7,50.74,185.42,18.79,0.81,28.75,467.85,4.51,6.3
2022-10-20,10:00,23.16,72.15,187.5,16.3,0.8,28.9,387.91,4.45,6.48
2022-10-20,9:00,19.2,94.49,192.67,12.96,0.79,28.07,379.16,4.35,6.56
2022-10-20,8:00,12.29,96.53,250.83,9.73,0.82,27.78,125.03,4.77,6.63
2022-10-20,7:00,7.84,94.53,292.75,8.25,0.84,27.75,39.23,4.91,6.67
2022-10-20,6:00,6.93,93.73,301.91,8.34,0.85,27.7,0,4.99,6.66
2022-10-20,5:00,7.2,93.41,296.25,8.76,0.86,27.71,0,4.99,6.66
2022-10-20,4:00,7.31,92.9,295.75,9.25,0.87,27.68,0,5.08,6.63
2022-10-20,3:00,7.77,92.6,289,9.91,0.86,27.65,0,5.04,6.6
2022-10-20,2:00,8.2,92.3,286.17,10.59,0.87,27.6,0,5.14,6.56
2022-10-20,1:00,8.75,91.98,285.83,11.35,0.87,27.6,0,5.13,6.52
2022-10-20,0:00,9.26,91.29,275.08,12.2,0.87,27.6,0,5.1,6.44
2022-10-21,23:00,14.63,99.58,300.17,16.42,0.84,28.1,0,4.81,5.73
2022-10-21,22:00,15,99.54,286.42,16.9,0.85,28.1,0,4.85,5.71
2022-10-21,21:00,15.33,99.54,278,17.41,0.86,28.1,0,4.92,5.66
2022-10-21,20:00,15.88,99.51,266.42,18.09,0.85,28.1,0,4.86,5.6
2022-10-21,19:00,16.62,99.48,246.83,18.88,0.84,28.13,0,4.82,5.51
2022-10-21,18:00,18.09,99.41,224.25,19.78,0.85,28.21,0,4.83,5.42
2022-10-21,17:00,19.44,99.33,198.67,20.63,0.84,28.23,11.6,4.8,5.38
2022-10-21,16:00,20.74,99.26,180.67,21.37,0.83,28.33,53.03,4.7,5.47
2022-10-21,15:00,22.01,99.2,159.75,21.59,0.83,28.46,98.05,4.67,5.56
2022-10-21,14:00,22.1,98.97,169.58,21.09,0.83,28.75,146.97,4.63,5.62
2022-10-21,13:00,22.66,76.27,187.67,20.68,0.82,28.72,144.77,4.59,5.73
2022-10-21,12:00,23.2,76.1,166.83,20.08,0.83,28.77,195.08,4.65,5.88
2022-10-21,11:00,22.86,85.75,179.33,19.04,0.84,28.84,183.52,4.68,6.15
2022-10-21,10:00,22.7,87.85,199.5,17.67,0.84,28.87,211.84,4.63,6.31
2022-10-21,9:00,19.98,98.73,217.75,14.78,0.8,27.9,267.28,4.41,6.46
2022-10-21,8:00,13.56,96.33,283.33,11.93,0.82,27.5,107.69,4.86,6.53
2022-10-21,7:00,10.05,95.29,320.25,10.88,0.85,27.5,46.16,5.02,6.53
2022-10-21,6:00,9.6,94.83,328,11.14,0.86,27.5,0,5.09,6.51
2022-10-21,5:00,10.16,95.02,326.92,11.68,0.86,27.5,0,5.09,6.47
2022-10-21,4:00,10.4,94.68,324.73,12.11,0.85,27.5,0,5.04,6.44
2022-10-21,3:00,10.82,94.45,316.25,12.65,0.86,27.5,0,5.07,6.4
2022-10-21,2:00,11.25,94.52,306.5,13.3,0.86,27.5,0,5.08,6.36
2022-10-21,1:00,11.8,94.43,301.83,13.9,0.86,27.5,0,5.1,6.31
2022-10-21,0:00,12.19,94.11,293.58,14.53,0.87,27.5,0,5.17,6.25
2022-10-22,23:00,14.17,95.74,270.17,16.77,0.82,27.2,0,4.96,5.85
2022-10-22,22:00,14.76,95.27,261.92,17.63,0.83,27.23,0,5,5.75
2022-10-22,21:00,15.56,94.54,255,18.61,0.82,27.3,0,4.92,5.6
2022-10-22,20:00,16.33,93.3,241.42,19.65,0.84,27.3,0,5,5.42
2022-10-22,19:00,17.59,90.72,228.75,21.1,0.85,27.41,0,5.06,5.22
2022-10-22,18:00,20.16,89.57,210.36,22.65,0.82,27.53,0,4.86,5.03
2022-10-22,17:00,22.79,84.66,182.2,24,0.82,27.7,29.11,4.77,4.87
2022-10-22,16:00,24.79,74.69,167.82,24.31,0.8,27.83,83.56,4.7,4.9
2022-10-22,15:00,25.84,59.21,173.18,24.26,0.79,28.04,171.96,4.59,5.15
2022-10-22,14:00,27.05,51.07,176.5,24.04,0.8,28.57,223.69,4.52,5.47
2022-10-22,13:00,28.49,48.32,178.58,23.63,0.79,28.53,265.69,4.44,5.62
2022-10-22,12:00,26.69,51.26,178.83,22.59,0.78,28.56,445.75,4.41,5.69
2022-10-22,11:00,25.49,58.9,179.67,21.09,0.79,28.79,427.72,4.37,5.72
2022-10-22,10:00,23.74,76.02,189.08,19.35,0.79,28.72,347.09,4.47,5.76
2022-10-22,9:00,21.97,99.29,233.5,17.64,0.79,28.4,340.62,4.38,5.79
2022-10-22,8:00,16.5,99.52,301.67,14.7,0.82,28.12,131.62,4.68,5.84
2022-10-22,7:00,12.87,99.63,341.92,13.64,0.83,28.1,39.24,4.76,5.86
2022-10-22,6:00,12.35,99.59,347,13.84,0.84,28.1,0,4.8,5.84
2022-10-22,5:00,13.05,99.6,342.58,14.38,0.84,28.09,0,4.84,5.82
2022-10-22,4:00,13.83,99.59,336.5,14.87,0.83,28.1,0,4.77,5.8
2022-10-22,3:00,14.22,99.58,334.91,15.1,0.84,28.1,0,4.79,5.79
2022-10-22,2:00,13.92,99.59,320.25,15.21,0.84,28.11,0,4.83,5.79
2022-10-22,1:00,14.07,99.58,314.5,15.59,0.85,28.1,0,4.87,5.77
2022-10-22,0:00,14.46,99.58,309.25,16.02,0.84,28.1,0,4.8,5.75
2022-10-23,23:00,10.98,91.88,252.08,14.19,0.86,27.4,0,5.12,6.1
